Claim_ID,Policy_ID,Date_of_Loss,Report_Date,Total_Paid_Amount,Coverage_Type,Bodily_Injury_Limit_Per_Person,Property_Damage_Limit,Collision_Deductible,Policy_Tenure_Months,Driver_Age,Insurance_Score_Band,Vehicle_Age_Years,Vehicle_ACV,Vehicle_Segment,Urbanicity,Repair_Cost_Index,Medical_Cost_Index,Weather_Cat_Risk_Index,Report_Lag_Days,Collision_Type,Injury_Indicator,At_Fault_Indicator,Multi_Vehicle_Flag,Weather_At_LOSS,Prior_Claims_Count_36M,Moving_Violations_36M,Attorney_Rep_At_FNOL
CLM1003382,POL2003382,2025-07-26,2025-08-16,1867.58,Liability,50000,10000,1500,233,68,C_Average,6,13777.0,Sedan,Urban,1.217,1.065,0.087,21,RearEnd,False,Shared,True,Snow,1,2,False
CLM1003383,POL2003383,2024-04-29,2024-04-30,699.18,Comprehensive,50000,50000,500,38,76,C_Average,15,9055.0,SUV,Rural,1.08,0.955,0.481,1,Angle,True,Shared,False,Clear,0,0,True
CLM1003384,POL2003384,2025-06-07,2025-06-11,17571.9,UM_UIM,50000,10000,1000,140,28,D_BelowAvg,10,13150.0,SUV,Rural,0.8,0.98,0.158,4,SingleVehicle,True,ThirdParty,False,Clear,1,0,False
CLM1003385,POL2003385,2024-05-14,2024-06-13,3935.73,Liability,25000,25000,500,46,65,C_Average,5,10301.0,Economy,Urban,1.398,1.256,0.356,30,RearEnd,False,Insured,False,Rain,0,0,False
CLM1003386,POL2003386,2025-06-25,2025-06-27,807.16,Comprehensive,100000,10000,500,64,31,E_Poor,13,12427.0,SUV,Urban,1.142,1.211,0.19,2,Sideswipe,False,Insured,True,Rain,0,1,False
CLM1003387,POL2003387,2025-10-09,2025-10-12,5579.92,Collision,25000,25000,500,234,75,B_Good,2,25930.0,Sedan,Rural,0.93,0.847,0.223,3,SingleVehicle,True,Insured,False,Rain,0,1,False
CLM1003388,POL2003388,2025-08-18,2025-08-22,8063.76,Liability,250000,250000,2000,114,44,C_Average,0,45534.0,SUV,Urban,1.132,1.309,0.37,4,Angle,False,ThirdParty,True,Clear,1,2,False
CLM1003389,POL2003389,2024-03-30,2024-03-30,4370.26,PIP,250000,50000,1500,191,40,C_Average,4,56890.0,Sports,Urban,1.065,1.186,0.678,0,RearEnd,False,Insured,False,Clear,0,0,False
CLM1003390,POL2003390,2024-10-27,2024-11-10,1451.84,Liability,25000,25000,2000,208,58,A_VeryGood,7,9476.0,Economy,Suburban,1.073,0.916,0.375,14,Sideswipe,False,Unknown,True,Clear,0,0,False
CLM1003391,POL2003391,2023-11-19,2023-11-21,1020.03,Comprehensive,25000,250000,500,184,17,B_Good,4,11279.0,Sedan,Rural,0.886,1.025,0.528,2,Sideswipe,False,ThirdParty,True,Rain,0,1,False
CLM1003392,POL2003392,2024-04-27,2024-05-04,7440.62,Liability,100000,25000,2500,174,54,B_Good,7,13555.0,SUV,Suburban,1.138,0.92,0.251,7,RearEnd,False,Insured,True,Clear,0,0,False
CLM1003393,POL2003393,2024-08-15,2024-08-15,5297.56,Collision,250000,100000,1000,217,74,B_Good,13,29257.0,Sports,Suburban,1.011,0.953,0.061,0,Angle,False,ThirdParty,True,Clear,1,1,False
CLM1003394,POL2003394,2023-11-11,2023-11-13,0.0,Comprehensive,50000,250000,2000,138,52,B_Good,5,25686.0,SUV,Suburban,1.078,0.896,0.371,2,SingleVehicle,False,ThirdParty,False,Clear,0,1,False
CLM1003395,POL2003395,2025-02-01,2025-02-04,2986.2,PIP,25000,25000,2500,232,35,C_Average,17,5815.0,Economy,Suburban,1.004,0.871,0.349,3,RearEnd,False,ThirdParty,True,Clear,1,0,False
CLM1003396,POL2003396,2024-03-04,2024-03-11,2836.68,UM_UIM,100000,10000,1500,218,63,B_Good,7,16669.0,SUV,Rural,0.897,0.904,0.084,7,RearEnd,False,ThirdParty,True,Clear,1,0,False
CLM1003397,POL2003397,2024-02-04,2024-02-08,1604.32,Liability,250000,50000,500,94,57,C_Average,8,20080.0,SUV,Urban,1.203,1.122,0.306,4,Sideswipe,False,Insured,True,Clear,0,1,False
CLM1003398,POL2003398,2025-02-02,2025-02-06,1047.05,Comprehensive,25000,10000,500,143,20,E_Poor,3,11836.0,Sedan,Urban,1.157,1.472,0.321,4,SingleVehicle,False,Insured,False,Fog,0,0,False
CLM1003399,POL2003399,2025-06-19,2025-07-10,5495.35,Liability,100000,10000,1000,180,27,A_VeryGood,1,26516.0,SUV,Suburban,1.036,0.851,0.738,21,SingleVehicle,False,Insured,False,Wind,0,1,False
CLM1003400,POL2003400,2025-10-12,2025-10-13,3543.52,Liability,100000,10000,1000,204,76,A_VeryGood,7,30423.0,SUV,Urban,1.07,1.12,0.303,1,Sideswipe,False,Insured,True,Clear,1,0,True
CLM1003401,POL2003401,2024-03-07,2024-03-09,1279.68,Comprehensive,100000,50000,500,161,43,E_Poor,4,24905.0,Pickup,Suburban,0.908,1.105,0.108,2,Sideswipe,True,ThirdParty,True,Ice,1,1,False
CLM1003402,POL2003402,2025-05-04,2025-05-18,495.68,Collision,250000,10000,1000,100,46,A_VeryGood,14,12816.0,SUV,Suburban,0.908,1.103,0.261,14,RearEnd,True,Insured,False,Clear,0,0,False
CLM1003403,POL2003403,2025-03-13,2025-03-15,1389.31,Comprehensive,50000,50000,2500,101,56,B_Good,5,14851.0,SUV,Urban,1.127,1.204,0.67,2,RearEnd,False,ThirdParty,True,Clear,1,0,False
CLM1003404,POL2003404,2025-05-31,2025-06-04,3397.56,PIP,100000,50000,500,159,23,B_Good,0,46012.0,Pickup,Urban,1.091,0.879,0.272,4,RearEnd,False,ThirdParty,True,Rain,0,0,False
CLM1003405,POL2003405,2024-02-11,2024-02-14,2762.12,Liability,50000,25000,1500,206,29,A_VeryGood,4,25738.0,SUV,Suburban,0.999,1.134,0.571,3,Sideswipe,False,ThirdParty,False,Clear,0,0,False
CLM1003406,POL2003406,2024-09-29,2024-10-29,1064.84,Collision,25000,25000,1000,9,49,B_Good,8,8483.0,Sedan,Suburban,1.048,0.953,0.184,30,Other,False,ThirdParty,True,Wind,0,0,False
CLM1003407,POL2003407,2025-07-20,2025-07-25,2799.19,Collision,100000,100000,500,72,83,A_VeryGood,2,28068.0,SUV,Suburban,1.275,1.002,0.532,5,Sideswipe,False,Unknown,True,Wind,0,0,False
CLM1003408,POL2003408,2024-12-08,2024-12-15,2714.11,Liability,50000,250000,500,78,50,B_Good,3,61701.0,Sports,Suburban,0.981,1.098,0.148,7,RearEnd,False,ThirdParty,False,Snow,1,0,False
CLM1003409,POL2003409,2024-03-10,2024-03-10,12070.64,Liability,25000,25000,1000,232,50,E_Poor,9,18239.0,Pickup,Suburban,1.026,0.869,0.34,0,Angle,False,ThirdParty,True,Rain,0,0,False
CLM1003410,POL2003410,2023-10-16,2023-10-18,3958.27,Liability,50000,25000,2000,226,19,B_Good,1,44580.0,Sports,Urban,1.37,1.38,0.644,2,Sideswipe,False,Insured,True,Clear,0,1,False
CLM1003411,POL2003411,2025-04-01,2025-04-07,4400.4,Liability,100000,50000,1500,71,61,C_Average,10,11133.0,Van,Urban,1.344,1.181,0.124,6,SingleVehicle,False,Insured,False,Clear,0,1,False
CLM1003412,POL2003412,2023-12-04,2023-12-04,4722.26,Liability,25000,50000,2500,141,82,B_Good,9,10584.0,Sedan,Urban,1.365,1.088,0.289,0,Angle,False,Shared,True,Rain,0,1,False
CLM1003413,POL2003413,2025-06-19,2025-06-26,2375.84,Liability,50000,25000,1500,204,76,D_BelowAvg,7,18885.0,SUV,Suburban,1.063,0.833,0.061,7,Sideswipe,True,Insured,True,Clear,0,0,False
CLM1003414,POL2003414,2025-02-07,2025-02-28,5307.05,Liability,50000,10000,500,187,75,B_Good,9,19635.0,SUV,Suburban,1.02,0.841,0.41,21,Angle,False,ThirdParty,True,Clear,0,1,False
CLM1003415,POL2003415,2024-04-19,2024-04-26,7228.45,Liability,50000,50000,500,110,69,A_VeryGood,7,26583.0,SUV,Suburban,1.011,1.0,0.255,7,SingleVehicle,False,Insured,False,Clear,0,0,False
CLM1003416,POL2003416,2024-03-18,2024-03-24,5595.28,Liability,25000,10000,1000,53,60,B_Good,10,21637.0,Luxury,Rural,0.897,0.936,0.361,6,Angle,True,ThirdParty,True,Ice,0,0,False
CLM1003417,POL2003417,2023-12-22,2023-12-23,3804.13,PIP,100000,25000,1000,141,77,A_VeryGood,5,16863.0,SUV,Suburban,0.996,0.991,0.231,1,Sideswipe,False,Insured,True,Clear,0,0,False
CLM1003418,POL2003418,2024-06-19,2024-06-19,878.75,Collision,50000,25000,0,139,69,C_Average,16,6532.0,Sedan,Urban,1.096,1.229,0.13,0,Sideswipe,False,ThirdParty,True,Ice,0,0,False
CLM1003419,POL2003419,2024-12-16,2025-01-06,4997.81,Collision,100000,10000,500,52,46,B_Good,2,26317.0,Pickup,Urban,1.167,1.209,0.128,21,Other,False,Insured,False,Clear,0,0,False
CLM1003420,POL2003420,2024-05-26,2024-05-28,1318.91,Collision,50000,25000,1000,220,84,C_Average,6,18675.0,SUV,Rural,1.047,0.967,0.304,2,SingleVehicle,False,Insured,False,Clear,0,0,False
CLM1003421,POL2003421,2024-10-14,2024-11-04,2145.24,Collision,50000,25000,1000,120,84,B_Good,2,14623.0,Sedan,Urban,1.15,1.243,0.232,21,Sideswipe,False,Unknown,False,Rain,1,1,False
CLM1003422,POL2003422,2025-01-16,2025-01-21,790.87,Comprehensive,50000,50000,1000,181,51,B_Good,7,16204.0,Pickup,Suburban,1.01,1.054,0.05,5,RearEnd,False,ThirdParty,False,Clear,0,1,False
CLM1003423,POL2003423,2024-09-29,2024-10-20,2289.6,PIP,100000,50000,1000,119,84,C_Average,10,11414.0,Pickup,Rural,0.989,0.895,0.225,21,SingleVehicle,False,Insured,True,Clear,0,1,False
CLM1003424,POL2003424,2024-04-15,2024-04-15,1063.16,Liability,100000,50000,500,53,48,B_Good,16,7292.0,Sedan,Rural,0.75,0.85,0.537,0,Parked,False,ThirdParty,True,Clear,0,1,False
CLM1003425,POL2003425,2025-05-08,2025-05-18,301.29,Comprehensive,100000,10000,500,90,37,D_BelowAvg,10,8844.0,SUV,Suburban,1.139,1.228,0.294,10,RearEnd,False,Insured,False,Snow,1,0,False
CLM1003426,POL2003426,2025-03-23,2025-03-29,954.62,Collision,50000,25000,500,105,79,B_Good,15,16309.0,Luxury,Suburban,1.06,1.026,0.17,6,Sideswipe,False,ThirdParty,True,Snow,0,1,False
CLM1003427,POL2003427,2024-09-18,2024-09-21,0.0,Collision,50000,10000,2000,81,56,D_BelowAvg,8,14363.0,Pickup,Suburban,1.128,1.105,0.357,3,Sideswipe,True,Insured,True,Fog,0,1,False
CLM1003428,POL2003428,2024-02-24,2024-02-24,11719.15,Liability,100000,25000,500,126,50,D_BelowAvg,1,22884.0,Sedan,Urban,1.059,1.211,0.386,0,SingleVehicle,False,Shared,False,Fog,0,1,False
CLM1003429,POL2003429,2024-10-12,2024-10-12,3190.33,Liability,25000,50000,500,187,18,C_Average,3,30734.0,SUV,Suburban,0.838,0.898,0.265,0,SingleVehicle,False,Insured,False,Clear,0,0,False
CLM1003430,POL2003430,2024-07-05,2024-07-26,704.76,Collision,100000,25000,1500,212,60,B_Good,15,13135.0,Luxury,Rural,0.891,0.831,0.341,21,Angle,False,Insured,True,Clear,0,1,False
CLM1003431,POL2003431,2024-10-05,2024-10-06,4184.85,PIP,100000,10000,500,96,33,C_Average,0,14140.0,Economy,Urban,1.287,1.324,0.275,1,RearEnd,False,Insured,True,Rain,1,0,False
CLM1003432,POL2003432,2024-01-15,2024-01-22,4755.32,Collision,50000,50000,1000,70,77,D_BelowAvg,9,23480.0,SUV,Urban,1.189,1.402,0.336,7,SingleVehicle,False,Insured,False,Clear,1,1,False
CLM1003433,POL2003433,2024-09-11,2024-10-11,1123.75,Comprehensive,25000,25000,500,7,50,D_BelowAvg,8,16128.0,SUV,Urban,1.252,1.146,0.249,30,RearEnd,False,Shared,True,Clear,1,0,False
CLM1003434,POL2003434,2023-11-22,2023-11-22,980.94,Collision,100000,100000,1500,32,28,D_BelowAvg,13,8762.0,SUV,Urban,1.201,1.412,0.163,0,Angle,True,Insured,True,Clear,2,0,False
CLM1003435,POL2003435,2024-08-07,2024-08-07,0.0,Comprehensive,50000,100000,1000,187,16,E_Poor,25,5000.0,Pickup,Suburban,0.989,1.026,0.527,0,RearEnd,False,Insured,False,Clear,1,1,False
CLM1003436,POL2003436,2025-03-09,2025-03-09,7130.88,Liability,25000,10000,1500,123,67,C_Average,6,16925.0,Sedan,Urban,1.115,1.185,0.34,0,RearEnd,False,Insured,True,Clear,0,0,False
CLM1003437,POL2003437,2024-02-10,2024-02-12,0.0,Comprehensive,25000,25000,1000,116,56,E_Poor,3,10696.0,Economy,Urban,1.103,0.989,0.078,2,RearEnd,False,Insured,True,Clear,0,0,False
CLM1003438,POL2003438,2024-01-17,2024-01-27,2617.7,Liability,100000,25000,1000,184,74,B_Good,5,25243.0,SUV,Suburban,0.909,1.05,0.374,10,SingleVehicle,False,Insured,False,Rain,2,0,False
CLM1003439,POL2003439,2024-05-18,2024-05-28,13751.52,Liability,25000,10000,500,65,40,D_BelowAvg,8,39448.0,Sports,Suburban,1.022,0.927,0.235,10,Angle,True,ThirdParty,True,Clear,0,1,False
CLM1003440,POL2003440,2025-08-07,2025-08-11,8037.53,Liability,50000,25000,1000,43,55,A_VeryGood,5,8568.0,Sedan,Suburban,1.088,0.995,0.076,4,Sideswipe,False,Insured,False,Rain,0,0,False
CLM1003441,POL2003441,2024-04-26,2024-04-26,4206.71,Liability,25000,10000,500,34,46,C_Average,10,8008.0,Van,Urban,1.194,1.223,0.439,0,Angle,False,ThirdParty,True,Clear,1,0,False
CLM1003442,POL2003442,2025-09-02,2025-09-02,4003.13,UM_UIM,50000,25000,1000,33,26,D_BelowAvg,8,10680.0,Sedan,Urban,1.218,1.049,0.581,0,Parked,False,Unknown,False,Clear,3,0,False
CLM1003443,POL2003443,2024-04-14,2024-04-14,609.4,Comprehensive,100000,10000,2500,189,82,A_VeryGood,14,10618.0,SUV,Suburban,1.004,0.992,0.229,0,Angle,False,ThirdParty,True,Clear,0,1,False
CLM1003444,POL2003444,2023-11-26,2023-11-26,7872.93,Collision,250000,50000,500,9,82,C_Average,4,23750.0,SUV,Rural,0.842,1.083,0.494,0,Angle,False,Insured,False,Snow,0,0,False
CLM1003445,POL2003445,2025-05-09,2025-05-09,2499.79,Liability,250000,250000,500,111,81,B_Good,6,22499.0,SUV,Urban,0.975,1.131,0.289,0,SingleVehicle,False,ThirdParty,False,Rain,0,1,False
CLM1003446,POL2003446,2024-01-10,2024-01-10,6940.05,Liability,25000,25000,500,28,57,C_Average,10,7111.0,Sedan,Urban,1.256,1.176,0.156,0,RearEnd,False,Insured,True,Clear,2,3,False
CLM1003447,POL2003447,2024-01-07,2024-01-10,25.6,Collision,50000,25000,1000,62,19,C_Average,7,9943.0,Sedan,Rural,0.945,0.979,0.193,3,Sideswipe,False,Insured,True,Rain,0,0,False
CLM1003448,POL2003448,2024-11-08,2024-11-09,3755.01,Liability,250000,100000,1000,135,50,B_Good,8,18657.0,SUV,Urban,1.187,1.099,0.42,1,RearEnd,False,ThirdParty,True,Clear,0,0,False
CLM1003449,POL2003449,2024-03-13,2024-03-14,3844.3,Liability,50000,25000,1000,164,25,B_Good,4,18157.0,SUV,Urban,1.232,1.205,0.577,1,SingleVehicle,False,ThirdParty,False,Clear,0,0,False
CLM1003450,POL2003450,2024-12-30,2024-12-31,531.94,Collision,25000,10000,1000,150,73,D_BelowAvg,1,26159.0,Sedan,Urban,1.183,1.158,0.309,1,Parked,False,Insured,True,Clear,0,1,False
CLM1003451,POL2003451,2024-11-03,2024-11-13,3469.09,UM_UIM,25000,10000,500,160,58,A_VeryGood,10,7342.0,Economy,Urban,1.142,0.991,0.06,10,RearEnd,False,ThirdParty,True,Fog,1,1,False
CLM1003452,POL2003452,2025-03-20,2025-03-21,1860.22,UM_UIM,100000,250000,1000,183,52,B_Good,12,9456.0,Sedan,Rural,0.924,1.005,0.228,1,SingleVehicle,False,Shared,False,Clear,0,0,False
CLM1003453,POL2003453,2024-05-31,2024-05-31,4903.47,Liability,100000,25000,1000,26,59,C_Average,7,12719.0,Economy,Urban,1.163,1.322,0.514,0,RearEnd,False,Insured,True,Ice,0,1,False
CLM1003454,POL2003454,2024-05-07,2024-05-08,9460.73,Liability,50000,100000,1000,201,43,B_Good,16,6927.0,Sedan,Suburban,0.999,0.931,0.204,1,Angle,True,Insured,False,Clear,1,1,False
CLM1003455,POL2003455,2024-04-08,2024-04-08,2038.27,Collision,25000,25000,500,26,44,B_Good,8,9655.0,Sedan,Urban,1.305,1.209,0.28,0,Other,False,ThirdParty,True,Clear,1,0,False
CLM1003456,POL2003456,2025-04-14,2025-04-15,14803.58,Liability,25000,100000,1000,165,71,A_VeryGood,10,22609.0,SUV,Urban,1.162,1.019,0.088,1,Angle,False,ThirdParty,True,Rain,1,1,False
CLM1003457,POL2003457,2024-07-14,2024-07-15,956.0,Collision,100000,100000,500,82,45,C_Average,12,7758.0,Sedan,Suburban,0.988,1.269,0.046,1,Angle,False,ThirdParty,False,Rain,2,0,False
CLM1003458,POL2003458,2025-06-29,2025-06-29,1012.98,Collision,500000,50000,500,226,28,C_Average,8,8170.0,Economy,Urban,1.05,1.165,0.006,0,RearEnd,False,ThirdParty,True,Clear,0,0,False
CLM1003459,POL2003459,2024-10-16,2024-10-20,19515.43,UM_UIM,50000,25000,1000,48,55,A_VeryGood,3,23923.0,SUV,Suburban,1.007,1.089,0.402,4,Angle,True,Insured,True,Fog,0,1,True
CLM1003460,POL2003460,2025-05-17,2025-05-17,13830.47,PIP,50000,25000,1500,196,64,B_Good,8,35104.0,Luxury,Suburban,1.015,1.011,0.24,0,SingleVehicle,False,Insured,False,Clear,0,0,False
CLM1003461,POL2003461,2025-02-19,2025-03-12,23720.8,Liability,25000,10000,2500,59,50,B_Good,20,8497.0,Pickup,Suburban,0.968,1.08,0.247,21,Angle,True,Insured,False,Clear,0,0,False
CLM1003462,POL2003462,2025-03-04,2025-03-18,3309.35,Liability,25000,50000,1500,57,30,B_Good,1,19343.0,Van,Suburban,1.043,0.965,0.439,14,RearEnd,False,ThirdParty,True,Rain,0,0,False
CLM1003463,POL2003463,2025-09-24,2025-09-26,0.0,Comprehensive,250000,50000,2000,136,17,D_BelowAvg,14,10694.0,SUV,Suburban,1.11,1.234,0.405,2,SingleVehicle,False,Insured,False,Rain,0,0,False
CLM1003464,POL2003464,2024-09-10,2024-09-16,903.43,Collision,100000,25000,2000,192,57,B_Good,4,14746.0,Sedan,Urban,1.118,1.23,0.632,6,SingleVehicle,False,ThirdParty,False,Clear,0,1,False
CLM1003465,POL2003465,2025-06-29,2025-06-29,3400.51,Liability,25000,50000,1500,231,38,C_Average,8,27350.0,SUV,Urban,1.226,1.13,0.377,0,Sideswipe,False,Insured,True,Clear,0,0,False
CLM1003466,POL2003466,2025-06-08,2025-06-09,2286.72,Liability,100000,25000,1000,56,70,C_Average,8,9841.0,Economy,Suburban,0.992,1.018,0.091,1,Other,False,Insured,True,Clear,1,0,False
CLM1003467,POL2003467,2024-08-24,2024-09-14,2461.26,PIP,25000,100000,1000,146,71,D_BelowAvg,5,25478.0,SUV,Urban,1.237,1.238,0.559,21,RearEnd,False,Insured,True,Clear,1,0,False
CLM1003468,POL2003468,2025-03-07,2025-03-09,6988.72,Liability,100000,10000,1000,37,22,C_Average,7,16300.0,Sedan,Suburban,0.981,1.039,0.567,2,SingleVehicle,False,Insured,True,Clear,0,0,False
CLM1003469,POL2003469,2024-09-09,2024-09-15,17918.8,PIP,50000,25000,2500,226,51,C_Average,0,61304.0,Luxury,Rural,0.865,0.864,0.323,6,Angle,True,Shared,True,Rain,0,0,False
CLM1003470,POL2003470,2025-02-13,2025-02-23,3888.25,Collision,50000,10000,1500,159,60,C_Average,9,15188.0,SUV,Urban,1.297,1.12,0.363,10,Angle,False,ThirdParty,True,Clear,0,0,False
CLM1003471,POL2003471,2024-08-14,2024-08-19,4540.01,Collision,100000,25000,500,166,18,B_Good,6,17864.0,Pickup,Urban,1.345,1.137,0.2,5,SingleVehicle,False,Insured,False,Snow,0,0,False
CLM1003472,POL2003472,2024-10-09,2024-10-11,0.0,Comprehensive,25000,10000,1500,25,80,A_VeryGood,13,17443.0,SUV,Suburban,1.083,0.873,0.125,2,SingleVehicle,False,Insured,False,Clear,1,0,False
CLM1003473,POL2003473,2024-04-07,2024-04-08,288.26,Comprehensive,100000,50000,500,60,70,B_Good,8,10610.0,Sedan,Urban,1.268,1.116,0.705,1,RearEnd,False,Insured,False,Clear,1,1,False
CLM1003474,POL2003474,2025-01-22,2025-01-22,15900.42,Collision,100000,50000,500,58,63,C_Average,6,41094.0,Luxury,Urban,0.984,1.406,0.301,0,RearEnd,False,Shared,True,Clear,1,0,True
CLM1003475,POL2003475,2025-09-09,2025-09-23,13061.03,Liability,25000,250000,500,227,18,C_Average,0,23344.0,SUV,Rural,0.909,0.999,0.347,14,Angle,True,Insured,True,Clear,0,0,False
CLM1003476,POL2003476,2024-06-30,2024-07-05,1631.66,UM_UIM,250000,10000,0,170,69,B_Good,8,9492.0,Sedan,Urban,1.099,1.138,0.268,5,Parked,False,Insured,False,Clear,0,0,False
CLM1003477,POL2003477,2023-12-05,2023-12-05,0.0,Comprehensive,25000,50000,1000,225,45,A_VeryGood,9,10015.0,Economy,Urban,1.205,1.282,0.432,0,Angle,False,Insured,False,Clear,0,0,False
CLM1003478,POL2003478,2025-03-15,2025-03-25,4812.26,Liability,100000,10000,1000,152,80,C_Average,0,23278.0,SUV,Suburban,1.018,0.865,0.212,10,Angle,False,Shared,False,Clear,0,0,False
CLM1003479,POL2003479,2024-03-13,2024-03-14,7275.33,Liability,50000,25000,1000,40,48,D_BelowAvg,11,14261.0,Sedan,Urban,1.174,1.241,0.255,1,SingleVehicle,False,Insured,False,Rain,0,0,False
CLM1003480,POL2003480,2025-03-07,2025-03-21,4848.7,PIP,25000,50000,500,175,47,B_Good,0,29636.0,SUV,Suburban,1.048,1.143,0.273,14,RearEnd,False,Insured,False,Clear,0,1,False
CLM1003481,POL2003481,2025-02-10,2025-02-10,2778.71,Collision,250000,10000,1000,99,62,B_Good,6,24440.0,SUV,Suburban,0.856,1.154,0.333,0,Angle,False,ThirdParty,False,Clear,0,0,False
CLM1003482,POL2003482,2025-09-07,2025-09-07,5671.58,Liability,25000,50000,500,42,46,D_BelowAvg,6,26871.0,SUV,Urban,1.214,1.158,0.116,0,SingleVehicle,False,ThirdParty,False,Rain,0,0,False
CLM1003483,POL2003483,2024-12-19,2025-01-02,1275.73,Collision,250000,100000,2000,166,72,E_Poor,11,14411.0,SUV,Urban,1.112,1.236,0.359,14,Other,False,Shared,True,Clear,0,0,False
CLM1003484,POL2003484,2024-01-11,2024-01-25,3930.1,Liability,25000,25000,500,162,68,A_VeryGood,14,13488.0,SUV,Urban,1.203,1.448,0.119,14,SingleVehicle,False,Insured,True,Clear,2,0,False
CLM1003485,POL2003485,2024-05-06,2024-05-08,12037.58,PIP,100000,25000,500,168,24,A_VeryGood,10,29868.0,Sports,Suburban,0.879,0.82,0.152,2,Angle,True,Insured,True,Clear,0,1,True
CLM1003486,POL2003486,2024-05-01,2024-05-22,714.51,Collision,25000,10000,1000,46,62,C_Average,9,13365.0,Pickup,Suburban,1.152,1.098,0.34,21,Parked,False,Shared,True,Snow,0,1,False
CLM1003487,POL2003487,2025-08-29,2025-08-29,4683.54,Liability,25000,50000,1000,115,22,A_VeryGood,9,24353.0,SUV,Urban,1.259,1.367,0.111,0,RearEnd,False,Insured,True,Clear,0,0,False
CLM1003488,POL2003488,2025-07-04,2025-07-04,4319.53,Collision,25000,25000,1000,178,40,A_VeryGood,1,25313.0,SUV,Urban,1.355,1.028,0.183,0,RearEnd,False,ThirdParty,True,Clear,0,0,False
CLM1003489,POL2003489,2024-08-09,2024-09-08,4584.85,UM_UIM,100000,50000,1000,117,35,C_Average,9,12580.0,Sedan,Suburban,1.094,1.183,0.246,30,SingleVehicle,False,Insured,False,Clear,0,0,False
CLM1003490,POL2003490,2025-07-17,2025-08-07,2044.38,Collision,25000,100000,1000,7,49,C_Average,4,17987.0,Economy,Suburban,0.89,1.049,0.286,21,Angle,False,Insured,True,Clear,2,0,False
CLM1003491,POL2003491,2024-12-24,2024-12-29,10274.8,Liability,50000,250000,500,155,24,B_Good,4,28581.0,SUV,Suburban,1.103,1.049,0.096,5,Angle,False,ThirdParty,True,Clear,2,0,False
CLM1003492,POL2003492,2024-06-01,2024-06-02,1980.88,Collision,100000,250000,1000,124,55,D_BelowAvg,2,18416.0,SUV,Urban,1.058,1.254,0.498,1,RearEnd,False,Insured,True,Rain,0,0,True
CLM1003493,POL2003493,2023-12-21,2023-12-27,26197.56,UM_UIM,25000,25000,0,157,55,D_BelowAvg,1,20096.0,Sedan,Rural,0.886,1.007,0.108,6,RearEnd,True,ThirdParty,True,Clear,1,2,True
CLM1003494,POL2003494,2025-08-12,2025-08-12,8521.97,Liability,25000,100000,2000,22,25,B_Good,11,20930.0,Pickup,Suburban,0.88,1.102,0.509,0,SingleVehicle,False,Insured,False,Rain,1,0,False
CLM1003495,POL2003495,2025-07-27,2025-07-28,5202.81,Liability,25000,10000,2000,132,24,D_BelowAvg,3,17258.0,Sedan,Suburban,0.956,0.98,0.431,1,RearEnd,False,Insured,True,Rain,0,0,False
CLM1003496,POL2003496,2025-04-13,2025-04-27,0.0,Comprehensive,25000,25000,2500,48,80,B_Good,7,13561.0,Sedan,Urban,1.214,1.293,0.204,14,RearEnd,False,Insured,True,Fog,0,0,False
CLM1003497,POL2003497,2023-12-30,2023-12-30,1536.19,Liability,100000,50000,500,140,49,B_Good,13,10302.0,SUV,Urban,1.144,1.176,0.313,0,Sideswipe,False,Insured,True,Clear,0,1,False
CLM1003498,POL2003498,2024-11-26,2024-11-26,4555.06,Collision,25000,25000,500,209,19,C_Average,7,20999.0,SUV,Urban,1.095,1.336,0.342,0,RearEnd,False,ThirdParty,True,Clear,0,1,False
CLM1003499,POL2003499,2024-07-29,2024-07-31,10161.23,UM_UIM,250000,50000,500,8,40,A_VeryGood,4,21142.0,SUV,Rural,0.907,0.882,0.337,2,RearEnd,True,ThirdParty,False,Clear,0,0,True
CLM1003500,POL2003500,2025-02-25,2025-03-02,10698.9,Liability,25000,10000,500,205,85,A_VeryGood,12,8584.0,Economy,Rural,0.925,0.858,0.468,5,Angle,False,ThirdParty,True,Rain,0,0,False
CLM1003501,POL2003501,2025-07-23,2025-07-24,2837.43,PIP,25000,100000,1000,220,71,B_Good,16,12903.0,SUV,Urban,1.118,1.258,0.096,1,Parked,False,Insured,True,Clear,0,0,False
CLM1003502,POL2003502,2024-11-09,2024-11-19,5917.45,Liability,25000,25000,500,78,53,D_BelowAvg,15,17706.0,SUV,Suburban,0.834,0.888,0.243,10,SingleVehicle,False,Shared,False,Clear,3,0,False
CLM1003503,POL2003503,2025-09-04,2025-09-25,2124.8,Collision,50000,25000,1000,155,54,A_VeryGood,11,12341.0,SUV,Suburban,0.969,1.105,0.037,21,Angle,False,Unknown,True,Clear,1,0,False
CLM1003504,POL2003504,2024-03-05,2024-03-05,6302.7,Collision,250000,50000,1500,169,79,C_Average,2,60623.0,Luxury,Urban,1.252,1.323,0.165,0,Sideswipe,False,Shared,True,Clear,0,1,False
CLM1003505,POL2003505,2025-08-05,2025-08-06,4575.87,Liability,250000,50000,500,74,36,A_VeryGood,16,11491.0,Luxury,Suburban,0.931,1.124,0.104,1,SingleVehicle,False,Insured,False,Clear,0,0,False
